amc_template_name,start_date,end_date,path,path_occurrences,impressions,total_cost,users_that_purchased,sales_amount,purchases,user_purchase_rate,ntb_users_that_purchased,ntb_sales_amount,ntb_purchases,ntb_user_percentage,ntb_purchases_percentage,insight1,insight2
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, SB], [4, DSP Conversão], [5, SP], [6, DSP Awareness]]",10,471,4.727002838224983,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Consideração], [4, SD], [5, DSP NTB], [6, DSP Awareness], [7, DSP Conversão]]",10,1034,6.47568034111243,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, SP], [4, DSP Awareness], [5, DSP Conversão]]",10,636,4.8643774741423425,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, SB], [4, DSP Awareness], [5, DSP NTB]]",10,531,9.501302718295886,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SB], [4, DSP NTB], [5, SB SOV], [6, DSP Awareness]]",10,1088,10.318363829519683,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, SB SOV], [4, DSP NTB], [5, DSP Awareness], [6, SP]]",10,261,1.5414343623869429,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP Awareness], [4, SB], [5, SD]]",10,451,6.920378138424856,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP Awareness], [4, DSP Conversão], [5, SP], [6, DSP Consideração], [7, SB SOV]]",10,503,2.247388442005924,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, DSP NTB], [4, DSP Conversão], [5, SB]]",10,973,4.291914090436223,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, DSP Conversão], [4, SD], [5, SB]]",9,550,4.800067202421367,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, SD], [4, SP], [5, DSP Conversão], [6, DSP NTB]]",9,1000,19.80378984187755,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, SB], [4, DSP Awareness], [5, DSP Conversão]]",9,465,4.301685104050956,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP Awareness], [4, DSP Conversão], [5, SD]]",9,619,6.129527894378976,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, DSP Awareness], [4, DSP Consideração], [5, SP], [6, SB]]",9,569,10.351689604760509,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SP], [4, DSP NTB], [5, DSP Conversão], [6, SB]]",9,655,3.1609254959748,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP NTB], [4, DSP Awareness], [5, DSP Conversão]]",9,552,5.379912397780189,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, DSP Consideração], [4, SB], [5, DSP NTB], [6, DSP Conversão], [7, SD]]",9,1266,21.334734002592306,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP NTB], [4, SD], [5, DSP Consideração], [6, DSP Conversão]]",9,554,3.7791892407076726,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, SB], [4, DSP NTB], [5, SP], [6, DSP Awareness]]",9,543,6.134211583636765,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP NTB], [4, SB], [5, DSP Awareness]]",9,743,11.303023972119338,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SB], [4, SP], [5, DSP Conversão], [6, DSP Consideração], [7, DSP NTB]]",9,520,8.477041873357836,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SP], [3, DSP NTB], [4, DSP Conversão], [5, SD], [6, DSP Awareness], [7, SB]]",9,990,15.844355973787358,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, SB SOV], [4, DSP Conversão], [5, SB], [6, DSP NTB], [7, DSP Awareness]]",9,664,9.493802355270358,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Awareness], [4, SB SOV], [5, SD], [6, DSP Conversão], [7, DSP NTB]]",9,1007,7.586363812012559,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP NTB], [3, DSP Awareness], [4, SP], [5, DSP Conversão], [6, SD], [7, SB]]",9,379,6.70636089558151,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, DSP Conversão], [3, DSP Consideração], [4, DSP Awareness], [5, SP], [6, SB]]",9,389,6.215899467753153,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, DSP NTB], [4, DSP Awareness], [5, SB]]",9,632,5.270390428291,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SB], [4, DSP NTB], [5, SP], [6, DSP Consideração]]",9,721,7.060364436780565,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, SB], [4, DSP Conversão], [5, SD], [6, DSP NTB]]",9,968,12.769549924178976,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP Awareness], [4, SP], [5, DSP NTB], [6, DSP Conversão], [7, DSP Consideração]]",9,574,9.068591493024957,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, SD], [4, SP], [5, DSP Awareness], [6, DSP NTB]]",9,598,3.8534735007712952,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP Awareness], [4, DSP Consideração], [5, DSP Conversão], [6, SD], [7, DSP NTB]]",9,803,6.265694031349446,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SP], [4, DSP Conversão], [5, SB SOV], [6, DSP NTB]]",9,818,5.533334232546494,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SP], [3, DSP Conversão], [4, SB], [5, SD], [6, SB SOV]]",9,730,7.207643864433968,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SP], [3, DSP NTB], [4, SB SOV], [5, DSP Conversão], [6, DSP Awareness], [7, SD], [8, SB]]",9,1429,7.953115397508295,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SP], [4, DSP Conversão], [5, SD], [6, SB]]",9,677,13.029251653707826,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, DSP Consideração], [4, SB], [5, SP]]",9,310,3.7476478587304505,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, DSP Awareness], [4, DSP Conversão], [5, SP], [6, SD]]",9,955,4.661726525632485,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP NTB], [4, DSP Awareness], [5, DSP Consideração], [6, SD]]",9,841,5.152095264169432,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, DSP NTB], [4, DSP Conversão], [5, SP]]",9,369,2.2336060463554874,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, DSP Conversão], [4, DSP Awareness], [5, SB]]",9,811,11.41346074569383,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, DSP Consideração], [4, DSP Conversão], [5, SD], [6, SP], [7, DSP Awareness]]",9,502,3.134206695029987,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, DSP Consideração], [4, SP], [5, SB], [6, SD], [7, DSP NTB]]",9,381,2.4263281488063555,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP Conversão], [4, SD], [5, SP]]",9,483,3.0150945313045217,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP Awareness], [4, SD], [5, SB]]",9,759,10.499000467295861,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Consideração], [3, DSP Conversão], [4, SP], [5, SB], [6, DSP Awareness]]",9,419,4.876949555807234,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, SD], [4, DSP Conversão], [5, DSP Awareness], [6, SB]]",9,243,1.614534646721805,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SB SOV], [4, SD], [5, SB], [6, DSP Conversão], [7, SP]]",9,402,5.546365859137858,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, DSP Conversão], [4, SD], [5, SP], [6, SB]]",9,655,10.161653919643175,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, SD], [4, SB], [5, SP], [6, DSP NTB], [7, DSP Awareness]]",9,925,8.998402979751292,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, SD], [4, DSP Consideração], [5, SB], [6, DSP Awareness], [7, DSP Conversão]]",9,806,7.250810629378622,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, SP], [4, DSP Awareness], [5, SB]]",9,814,8.427036144226507,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SB SOV], [3, DSP Consideração], [4, SP], [5, DSP NTB], [6, DSP Conversão], [7, SD], [8, DSP Awareness]]",9,675,10.438457740554382,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, DSP Conversão], [4, SB SOV], [5, DSP NTB]]",9,335,4.744742840859652,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB SOV], [3, DSP Awareness], [4, SD], [5, SB], [6, DSP NTB], [7, DSP Consideração], [8, DSP Conversão]]",9,1419,28.100071507373382,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SD], [4, SB], [5, SP], [6, DSP NTB], [7, DSP Consideração]]",9,396,4.019450452835307,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP Awareness], [4, DSP Conversão], [5, SB]]",9,216,3.9471989529996616,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SB], [4, DSP Awareness], [5, SD], [6, DSP Consideração], [7, SP]]",9,434,2.5787796005496,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SP], [4, SD], [5, DSP Consideração]]",9,202,3.515555485073159,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB], [4, SP], [5, DSP Conversão], [6, SB SOV]]",9,649,5.158927290325472,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, SD], [4, SB SOV], [5, DSP NTB], [6, SP], [7, DSP Conversão]]",9,800,14.552956036027231,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP NTB], [4, SB], [5, DSP Consideração]]",9,858,9.218965583824046,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP NTB], [4, DSP Awareness], [5, SB]]",9,442,6.27442256195194,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Consideração], [3, DSP Awareness], [4, SB SOV], [5, SP], [6, DSP NTB], [7, SD], [8, SB]]",9,515,5.2110128849889445,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB SOV], [3, SB], [4, SD], [5, DSP Conversão], [6, SP]]",9,1010,20.157204508997776,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, DSP Awareness], [4, SB SOV], [5, DSP NTB], [6, SP], [7, SD], [8, DSP Consideração]]",9,1249,13.714233715968486,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SB], [4, SD], [5, SP], [6, DSP Conversão], [7, DSP NTB]]",9,896,15.78130431472248,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Conversão], [4, SB], [5, DSP Awareness], [6, SD], [7, DSP Consideração], [8, SB SOV]]",9,1064,14.11253764809811,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB SOV], [3, DSP Awareness], [4, SB], [5, SP]]",9,297,3.4218464778025726,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, DSP Consideração], [4, SD], [5, SP], [6, DSP Awareness], [7, SB]]",9,837,8.650767573482383,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, DSP NTB], [4, SB SOV], [5, SP]]",9,664,10.137735368889198,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SP], [4, SB], [5, DSP Consideração], [6, SD]]",9,644,6.605212822421823,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SD], [4, DSP Conversão], [5, SB SOV], [6, SB], [7, SP]]",9,571,4.475232971947035,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, DSP Awareness], [4, SD], [5, SB]]",9,333,4.609088520542923,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SB], [3, DSP Awareness], [4, DSP NTB], [5, DSP Consideração], [6, SD], [7, DSP Conversão], [8, SP]]",8,748,4.511548106441646,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SP], [3, DSP Awareness], [4, SB], [5, DSP NTB], [6, SD], [7, DSP Conversão], [8, SB SOV]]",8,874,9.503223105689163,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Consideração], [4, DSP Conversão], [5, DSP NTB], [6, SD]]",8,332,6.0010596594464385,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, DSP NTB], [4, SB], [5, SD], [6, SP], [7, DSP Consideração], [8, SB SOV]]",8,310,3.2299136135911772,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, DSP Awareness], [4, DSP NTB], [5, SD], [6, SP]]",8,452,8.27460585874229,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, SP], [4, DSP Consideração], [5, DSP Conversão], [6, DSP Awareness], [7, SB]]",8,924,3.7949960745383526,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, SB SOV], [4, SD], [5, DSP Conversão], [6, DSP NTB]]",8,737,14.636484230462814,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, SD], [4, SP], [5, DSP Awareness], [6, SB SOV], [7, DSP Conversão], [8, SB]]",8,948,17.573619903237685,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, SP], [4, DSP Conversão], [5, DSP Consideração], [6, DSP Awareness]]",8,960,17.458669527480005,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, SB], [4, SP], [5, DSP Consideração], [6, DSP Conversão]]",8,714,8.598562071212308,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SB SOV], [3, SD], [4, DSP NTB], [5, DSP Conversão], [6, SP]]",8,584,3.0793205720348107,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP NTB], [3, SD], [4, SB], [5, SP], [6, DSP Conversão]]",8,912,15.857807244211951,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SD], [3, DSP Awareness], [4, SB], [5, SP], [6, DSP Conversão], [7, DSP NTB], [8, DSP Consideração]]",8,1062,7.895068714840694,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP Conversão], [4, DSP NTB], [5, SB], [6, DSP Awareness]]",8,785,3.4390005305492686,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, SD], [4, DSP Conversão], [5, SB], [6, DSP NTB]]",8,555,10.337570677588394,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SP], [4, DSP Awareness], [5, SD], [6, SB]]",8,383,7.644014732595514,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, DSP Awareness], [4, SB], [5, SP], [6, DSP Consideração], [7, SB SOV], [8, SD]]",8,716,6.95140960794344,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Consideração], [4, DSP NTB], [5, SD], [6, DSP Conversão]]",8,688,10.160179212854175,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, DSP Conversão], [4, SB], [5, DSP Awareness], [6, SD], [7, SP], [8, SB SOV]]",8,791,8.238482557229206,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, DSP Conversão], [4, DSP Awareness], [5, DSP Consideração], [6, SP], [7, SB SOV], [8, SD]]",8,1258,23.69198958344004,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, DSP NTB], [4, DSP Awareness], [5, DSP Consideração], [6, SB], [7, SD]]",8,634,8.92042429329844,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, DSP Conversão], [4, DSP Awareness], [5, SB SOV], [6, SD], [7, SB], [8, SP]]",8,625,3.8748988796357,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SP], [3, DSP Consideração], [4, SD], [5, DSP NTB], [6, SB], [7, DSP Awareness], [8, DSP Conversão]]",8,577,9.69040623675738,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Consideração], [3, SD], [4, DSP Awareness], [5, SP], [6, DSP NTB]]",8,495,8.03682758295286,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, DSP Awareness], [3, SP], [4, SD], [5, SB], [6, DSP NTB]]",8,263,1.907882935627672,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Awareness], [3, DSP Conversão], [4, SB], [5, SP], [6, SD]]",8,373,5.682435456877865,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, DSP Conversão], [4, SP], [5, DSP Awareness], [6, SB SOV], [7, SD]]",8,914,17.170793843259585,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP Conversão], [4, DSP Awareness], [5, DSP Consideração], [6, SB]]",8,522,8.193492279876445,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, SP], [4, DSP Awareness], [5, DSP Consideração], [6, SD]]",8,505,6.567123017175332,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, SD], [4, DSP Consideração], [5, SP], [6, DSP NTB], [7, DSP Conversão]]",8,805,10.302024315101805,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, SD], [4, DSP NTB], [5, SB], [6, SB SOV], [7, DSP Consideração], [8, SP]]",8,748,8.54190086313365,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Awareness], [4, DSP Conversão], [5, DSP NTB], [6, SD]]",8,508,9.872665548686049,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB], [4, SP], [5, SD], [6, DSP Awareness]]",8,240,2.2550495117616727,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB], [4, DSP Awareness], [5, SD], [6, DSP Consideração], [7, SP]]",8,515,10.121480286540097,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP Conversão], [4, SD], [5, DSP NTB], [6, SP]]",8,624,8.749727125958792,0,0.0000,0,0.0,0,0.0000,0,,,,
